coral_uid,host_species,host_species_md,cohort_label,taxon,taxon_label,n_months,n_present,total_count,metric,value
1Sp5_control_T2,Stylophora pistillata,*Stylophora pistillata*,N2,alpheus,*Alpheus*,9,0,0,Occurrence,0
1Sp5_control_T2,Stylophora pistillata,*Stylophora pistillata*,N2,alpheus,*Alpheus*,9,0,0,Mean abundance,0
1Sp5_control_T2,Stylophora pistillata,*Stylophora pistillata*,N2,alpheus,*Alpheus*,9,0,0,Intensity,NA
1Sp5_control_T2,Stylophora pistillata,*Stylophora pistillata*,N2,trapezia,*Trapezia*,9,7,12,Occurrence,0.7777777777777778
1Sp5_control_T2,Stylophora pistillata,*Stylophora pistillata*,N2,trapezia,*Trapezia*,9,7,12,Mean abundance,1.3333333333333333
1Sp5_control_T2,Stylophora pistillata,*Stylophora pistillata*,N2,trapezia,*Trapezia*,9,7,12,Intensity,1.7142857142857142
1Sp6_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,alpheus,*Alpheus*,8,0,0,Occurrence,0
1Sp6_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,alpheus,*Alpheus*,8,0,0,Mean abundance,0
1Sp6_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,alpheus,*Alpheus*,8,0,0,Intensity,NA
1Sp6_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,trapezia,*Trapezia*,8,7,10,Occurrence,0.875
1Sp6_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,trapezia,*Trapezia*,8,7,10,Mean abundance,1.25
1Sp6_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,trapezia,*Trapezia*,8,7,10,Intensity,1.4285714285714286
1Sp7_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,alpheus,*Alpheus*,17,1,4,Occurrence,0.058823529411764705
1Sp7_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,alpheus,*Alpheus*,17,1,4,Mean abundance,0.23529411764705882
1Sp7_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,alpheus,*Alpheus*,17,1,4,Intensity,4
1Sp7_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,trapezia,*Trapezia*,17,12,21,Occurrence,0.7058823529411765
1Sp7_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,trapezia,*Trapezia*,17,12,21,Mean abundance,1.2352941176470589
1Sp7_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,trapezia,*Trapezia*,17,12,21,Intensity,1.75
1Sp7_control_T2,Stylophora pistillata,*Stylophora pistillata*,N2,alpheus,*Alpheus*,8,1,2,Occurrence,0.125
1Sp7_control_T2,Stylophora pistillata,*Stylophora pistillata*,N2,alpheus,*Alpheus*,8,1,2,Mean abundance,0.25
1Sp7_control_T2,Stylophora pistillata,*Stylophora pistillata*,N2,alpheus,*Alpheus*,8,1,2,Intensity,2
1Sp7_control_T2,Stylophora pistillata,*Stylophora pistillata*,N2,trapezia,*Trapezia*,8,5,9,Occurrence,0.625
1Sp7_control_T2,Stylophora pistillata,*Stylophora pistillata*,N2,trapezia,*Trapezia*,8,5,9,Mean abundance,1.125
1Sp7_control_T2,Stylophora pistillata,*Stylophora pistillata*,N2,trapezia,*Trapezia*,8,5,9,Intensity,1.8
1Sp8_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,alpheus,*Alpheus*,17,0,0,Occurrence,0
1Sp8_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,alpheus,*Alpheus*,17,0,0,Mean abundance,0
1Sp8_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,alpheus,*Alpheus*,17,0,0,Intensity,NA
1Sp8_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,trapezia,*Trapezia*,17,14,22,Occurrence,0.8235294117647058
1Sp8_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,trapezia,*Trapezia*,17,14,22,Mean abundance,1.2941176470588236
1Sp8_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,trapezia,*Trapezia*,17,14,22,Intensity,1.5714285714285714
1Sp8_control_T2,Stylophora pistillata,*Stylophora pistillata*,N2,alpheus,*Alpheus*,9,0,0,Occurrence,0
1Sp8_control_T2,Stylophora pistillata,*Stylophora pistillata*,N2,alpheus,*Alpheus*,9,0,0,Mean abundance,0
1Sp8_control_T2,Stylophora pistillata,*Stylophora pistillata*,N2,alpheus,*Alpheus*,9,0,0,Intensity,NA
1Sp8_control_T2,Stylophora pistillata,*Stylophora pistillata*,N2,trapezia,*Trapezia*,9,8,10,Occurrence,0.8888888888888888
1Sp8_control_T2,Stylophora pistillata,*Stylophora pistillata*,N2,trapezia,*Trapezia*,9,8,10,Mean abundance,1.1111111111111112
1Sp8_control_T2,Stylophora pistillata,*Stylophora pistillata*,N2,trapezia,*Trapezia*,9,8,10,Intensity,1.25
1Sp9_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,alpheus,*Alpheus*,17,0,0,Occurrence,0
1Sp9_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,alpheus,*Alpheus*,17,0,0,Mean abundance,0
1Sp9_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,alpheus,*Alpheus*,17,0,0,Intensity,NA
1Sp9_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,trapezia,*Trapezia*,17,15,26,Occurrence,0.8823529411764706
1Sp9_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,trapezia,*Trapezia*,17,15,26,Mean abundance,1.5294117647058822
1Sp9_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,trapezia,*Trapezia*,17,15,26,Intensity,1.7333333333333334
1Sp9_control_T2,Stylophora pistillata,*Stylophora pistillata*,N2,alpheus,*Alpheus*,4,0,0,Occurrence,0
1Sp9_control_T2,Stylophora pistillata,*Stylophora pistillata*,N2,alpheus,*Alpheus*,4,0,0,Mean abundance,0
1Sp9_control_T2,Stylophora pistillata,*Stylophora pistillata*,N2,alpheus,*Alpheus*,4,0,0,Intensity,NA
1Sp9_control_T2,Stylophora pistillata,*Stylophora pistillata*,N2,trapezia,*Trapezia*,4,2,4,Occurrence,0.5
1Sp9_control_T2,Stylophora pistillata,*Stylophora pistillata*,N2,trapezia,*Trapezia*,4,2,4,Mean abundance,1
1Sp9_control_T2,Stylophora pistillata,*Stylophora pistillata*,N2,trapezia,*Trapezia*,4,2,4,Intensity,2
5Pd1_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,alpheus,*Alpheus*,17,0,0,Occurrence,0
5Pd1_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,alpheus,*Alpheus*,17,0,0,Mean abundance,0
5Pd1_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,alpheus,*Alpheus*,17,0,0,Intensity,NA
5Pd1_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,trapezia,*Trapezia*,17,5,7,Occurrence,0.29411764705882354
5Pd1_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,trapezia,*Trapezia*,17,5,7,Mean abundance,0.4117647058823529
5Pd1_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,trapezia,*Trapezia*,17,5,7,Intensity,1.4
5Pd1_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,alpheus,*Alpheus*,3,0,0,Occurrence,0
5Pd1_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,alpheus,*Alpheus*,3,0,0,Mean abundance,0
5Pd1_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,alpheus,*Alpheus*,3,0,0,Intensity,NA
5Pd1_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,trapezia,*Trapezia*,3,0,0,Occurrence,0
5Pd1_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,trapezia,*Trapezia*,3,0,0,Mean abundance,0
5Pd1_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,trapezia,*Trapezia*,3,0,0,Intensity,NA
5Pd2_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,alpheus,*Alpheus*,17,3,5,Occurrence,0.17647058823529413
5Pd2_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,alpheus,*Alpheus*,17,3,5,Mean abundance,0.29411764705882354
5Pd2_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,alpheus,*Alpheus*,17,3,5,Intensity,1.6666666666666667
5Pd2_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,trapezia,*Trapezia*,17,13,23,Occurrence,0.7647058823529411
5Pd2_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,trapezia,*Trapezia*,17,13,23,Mean abundance,1.3529411764705883
5Pd2_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,trapezia,*Trapezia*,17,13,23,Intensity,1.7692307692307692
5Pd2_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,alpheus,*Alpheus*,3,2,4,Occurrence,0.6666666666666666
5Pd2_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,alpheus,*Alpheus*,3,2,4,Mean abundance,1.3333333333333333
5Pd2_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,alpheus,*Alpheus*,3,2,4,Intensity,2
5Pd2_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,trapezia,*Trapezia*,3,2,4,Occurrence,0.6666666666666666
5Pd2_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,trapezia,*Trapezia*,3,2,4,Mean abundance,1.3333333333333333
5Pd2_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,trapezia,*Trapezia*,3,2,4,Intensity,2
5Sp1_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,alpheus,*Alpheus*,17,0,0,Occurrence,0
5Sp1_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,alpheus,*Alpheus*,17,0,0,Mean abundance,0
5Sp1_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,alpheus,*Alpheus*,17,0,0,Intensity,NA
5Sp1_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,trapezia,*Trapezia*,17,14,26,Occurrence,0.8235294117647058
5Sp1_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,trapezia,*Trapezia*,17,14,26,Mean abundance,1.5294117647058822
5Sp1_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,trapezia,*Trapezia*,17,14,26,Intensity,1.8571428571428572
5Sp1_control_T2,Stylophora pistillata,*Stylophora pistillata*,N2,alpheus,*Alpheus*,11,0,0,Occurrence,0
5Sp1_control_T2,Stylophora pistillata,*Stylophora pistillata*,N2,alpheus,*Alpheus*,11,0,0,Mean abundance,0
5Sp1_control_T2,Stylophora pistillata,*Stylophora pistillata*,N2,alpheus,*Alpheus*,11,0,0,Intensity,NA
5Sp1_control_T2,Stylophora pistillata,*Stylophora pistillata*,N2,trapezia,*Trapezia*,11,10,24,Occurrence,0.9090909090909091
5Sp1_control_T2,Stylophora pistillata,*Stylophora pistillata*,N2,trapezia,*Trapezia*,11,10,24,Mean abundance,2.1818181818181817
5Sp1_control_T2,Stylophora pistillata,*Stylophora pistillata*,N2,trapezia,*Trapezia*,11,10,24,Intensity,2.4
5Sp2_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,alpheus,*Alpheus*,17,1,1,Occurrence,0.058823529411764705
5Sp2_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,alpheus,*Alpheus*,17,1,1,Mean abundance,0.058823529411764705
5Sp2_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,alpheus,*Alpheus*,17,1,1,Intensity,1
5Sp2_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,trapezia,*Trapezia*,17,16,40,Occurrence,0.9411764705882353
5Sp2_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,trapezia,*Trapezia*,17,16,40,Mean abundance,2.3529411764705883
5Sp2_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,trapezia,*Trapezia*,17,16,40,Intensity,2.5
5Sp2_control_T2,Stylophora pistillata,*Stylophora pistillata*,N2,alpheus,*Alpheus*,5,0,0,Occurrence,0
5Sp2_control_T2,Stylophora pistillata,*Stylophora pistillata*,N2,alpheus,*Alpheus*,5,0,0,Mean abundance,0
5Sp2_control_T2,Stylophora pistillata,*Stylophora pistillata*,N2,alpheus,*Alpheus*,5,0,0,Intensity,NA
5Sp2_control_T2,Stylophora pistillata,*Stylophora pistillata*,N2,trapezia,*Trapezia*,5,4,6,Occurrence,0.8
5Sp2_control_T2,Stylophora pistillata,*Stylophora pistillata*,N2,trapezia,*Trapezia*,5,4,6,Mean abundance,1.2
5Sp2_control_T2,Stylophora pistillata,*Stylophora pistillata*,N2,trapezia,*Trapezia*,5,4,6,Intensity,1.5
6Pd1_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,alpheus,*Alpheus*,17,6,22,Occurrence,0.35294117647058826
6Pd1_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,alpheus,*Alpheus*,17,6,22,Mean abundance,1.2941176470588236
6Pd1_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,alpheus,*Alpheus*,17,6,22,Intensity,3.6666666666666665
6Pd1_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,trapezia,*Trapezia*,17,9,47,Occurrence,0.5294117647058824
6Pd1_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,trapezia,*Trapezia*,17,9,47,Mean abundance,2.764705882352941
6Pd1_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,trapezia,*Trapezia*,17,9,47,Intensity,5.222222222222222
6Pd1_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,alpheus,*Alpheus*,11,3,5,Occurrence,0.2727272727272727
6Pd1_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,alpheus,*Alpheus*,11,3,5,Mean abundance,0.45454545454545453
6Pd1_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,alpheus,*Alpheus*,11,3,5,Intensity,1.6666666666666667
6Pd1_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,trapezia,*Trapezia*,11,6,13,Occurrence,0.5454545454545454
6Pd1_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,trapezia,*Trapezia*,11,6,13,Mean abundance,1.1818181818181819
6Pd1_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,trapezia,*Trapezia*,11,6,13,Intensity,2.1666666666666665
6Pd2_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,alpheus,*Alpheus*,17,10,40,Occurrence,0.5882352941176471
6Pd2_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,alpheus,*Alpheus*,17,10,40,Mean abundance,2.3529411764705883
6Pd2_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,alpheus,*Alpheus*,17,10,40,Intensity,4
6Pd2_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,trapezia,*Trapezia*,17,12,64,Occurrence,0.7058823529411765
6Pd2_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,trapezia,*Trapezia*,17,12,64,Mean abundance,3.764705882352941
6Pd2_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,trapezia,*Trapezia*,17,12,64,Intensity,5.333333333333333
6Pd2_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,alpheus,*Alpheus*,5,1,2,Occurrence,0.2
6Pd2_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,alpheus,*Alpheus*,5,1,2,Mean abundance,0.4
6Pd2_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,alpheus,*Alpheus*,5,1,2,Intensity,2
6Pd2_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,trapezia,*Trapezia*,5,3,6,Occurrence,0.6
6Pd2_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,trapezia,*Trapezia*,5,3,6,Mean abundance,1.2
6Pd2_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,trapezia,*Trapezia*,5,3,6,Intensity,2
6Pd3_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,alpheus,*Alpheus*,17,13,47,Occurrence,0.7647058823529411
6Pd3_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,alpheus,*Alpheus*,17,13,47,Mean abundance,2.764705882352941
6Pd3_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,alpheus,*Alpheus*,17,13,47,Intensity,3.6153846153846154
6Pd3_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,trapezia,*Trapezia*,17,14,70,Occurrence,0.8235294117647058
6Pd3_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,trapezia,*Trapezia*,17,14,70,Mean abundance,4.117647058823529
6Pd3_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,trapezia,*Trapezia*,17,14,70,Intensity,5
6Pd3_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,alpheus,*Alpheus*,9,6,16,Occurrence,0.6666666666666666
6Pd3_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,alpheus,*Alpheus*,9,6,16,Mean abundance,1.7777777777777777
6Pd3_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,alpheus,*Alpheus*,9,6,16,Intensity,2.6666666666666665
6Pd3_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,trapezia,*Trapezia*,9,6,20,Occurrence,0.6666666666666666
6Pd3_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,trapezia,*Trapezia*,9,6,20,Mean abundance,2.2222222222222223
6Pd3_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,trapezia,*Trapezia*,9,6,20,Intensity,3.3333333333333335
6Pd4_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,alpheus,*Alpheus*,17,4,5,Occurrence,0.23529411764705882
6Pd4_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,alpheus,*Alpheus*,17,4,5,Mean abundance,0.29411764705882354
6Pd4_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,alpheus,*Alpheus*,17,4,5,Intensity,1.25
6Pd4_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,trapezia,*Trapezia*,17,5,10,Occurrence,0.29411764705882354
6Pd4_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,trapezia,*Trapezia*,17,5,10,Mean abundance,0.5882352941176471
6Pd4_control_T1,Pocillopora favosa,*Pocillopora favosa*,N1,trapezia,*Trapezia*,17,5,10,Intensity,2
6Pd4_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,alpheus,*Alpheus*,9,2,4,Occurrence,0.2222222222222222
6Pd4_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,alpheus,*Alpheus*,9,2,4,Mean abundance,0.4444444444444444
6Pd4_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,alpheus,*Alpheus*,9,2,4,Intensity,2
6Pd4_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,trapezia,*Trapezia*,9,4,6,Occurrence,0.4444444444444444
6Pd4_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,trapezia,*Trapezia*,9,4,6,Mean abundance,0.6666666666666666
6Pd4_control_T2,Pocillopora favosa,*Pocillopora favosa*,N2,trapezia,*Trapezia*,9,4,6,Intensity,1.5
6Sp2_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,alpheus,*Alpheus*,17,0,0,Occurrence,0
6Sp2_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,alpheus,*Alpheus*,17,0,0,Mean abundance,0
6Sp2_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,alpheus,*Alpheus*,17,0,0,Intensity,NA
6Sp2_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,trapezia,*Trapezia*,17,12,25,Occurrence,0.7058823529411765
6Sp2_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,trapezia,*Trapezia*,17,12,25,Mean abundance,1.4705882352941178
6Sp2_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,trapezia,*Trapezia*,17,12,25,Intensity,2.0833333333333335
6Sp2_control_T2,Stylophora pistillata,*Stylophora pistillata*,N2,alpheus,*Alpheus*,3,0,0,Occurrence,0
6Sp2_control_T2,Stylophora pistillata,*Stylophora pistillata*,N2,alpheus,*Alpheus*,3,0,0,Mean abundance,0
6Sp2_control_T2,Stylophora pistillata,*Stylophora pistillata*,N2,alpheus,*Alpheus*,3,0,0,Intensity,NA
6Sp2_control_T2,Stylophora pistillata,*Stylophora pistillata*,N2,trapezia,*Trapezia*,3,2,5,Occurrence,0.6666666666666666
6Sp2_control_T2,Stylophora pistillata,*Stylophora pistillata*,N2,trapezia,*Trapezia*,3,2,5,Mean abundance,1.6666666666666667
6Sp2_control_T2,Stylophora pistillata,*Stylophora pistillata*,N2,trapezia,*Trapezia*,3,2,5,Intensity,2.5
6Sp3_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,alpheus,*Alpheus*,17,0,0,Occurrence,0
6Sp3_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,alpheus,*Alpheus*,17,0,0,Mean abundance,0
6Sp3_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,alpheus,*Alpheus*,17,0,0,Intensity,NA
6Sp3_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,trapezia,*Trapezia*,17,17,27,Occurrence,1
6Sp3_control_T1,Stylophora pistillata,*Stylophora pistillata*,N1,trapezia,*Trapezia*,17,17,27,Mean abundance,1.588235294117647
